ID,TITRE_DOSSIER,N_PIECES;,DATE;,OBSERVATIONS,CONTENU;,ANA_DIPLOM,CLI_FOUR;,L'INTERIEUR_DE_LA_COUR_DU_SIEGE,SIEGE_DE_LA_SONABHY,SONABHY,CONTRE_L'INCENDIE,AUX_COMPTES_I,AUX_COMPTES_II,AUX_COMPTES_III,INCENDIE_I,INCENDIE_II,WAGONS-CITERNES_A_BINGO_I,WAGONS-CITERNES_A_BINGO_II,DEPOT_DE_BOBO,"""TITRE_DOSSIER","DATE;""",BINGO,BINGO_II,SIEGE,II,AU_DEPOT,DU_SIEGE,DE_COMPTE,COMPTABILITE,
1392,OPERATIONS DIVERSES,3067 - 3235,"DECEMBRE, 2002",,OD,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1393,OPERATIONS DIVERSES,3236 - 3323,"DECEMBRE, 2002",,OD,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1394,OPERATIONS DIVERSES,3324 - 3359,"DECEMBRE, 2002",,OD,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1395,BANQUE INTERNATIONALE DU BURKINA,,"JANVIER I, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1396,BANQUE INTERNATIONALE DU BURKINA,,"JANVIER II, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1397,BANQUE INTERNATIONALE DU BURKINA,,"FEVRIER, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1398,BANQUE INTERNATIONALE DU BURKINA,,"MARS, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1399,BANQUE INTERNATIONALE DU BURKINA,,"AVRIL, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1400,BANQUE INTERNATIONALE DU BURKINA,,"MAI I, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1401,BANQUE INTERNATIONALE DU BURKINA,,"MAI II, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1402,BANQUE INTERNATIONALE DU BURKINA,,"MAI III, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1403,BANQUE INTERNATIONALE DU BURKINA,,"MAI IV, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1404,BANQUE INTERNATIONALE DU BURKINA,,"JUIN, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1405,BANQUE INTERNATIONALE DU BURKINA,,"JUILLET I, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1406,BANQUE INTERNATIONALE DU BURKINA,,"JUILLET II, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1407,BANQUE INTERNATIONALE DU BURKINA,,"JUILLET III, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1408,BANQUE INTERNATIONALE DU BURKINA,,"AOUT, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1409,BANQUE INTERNATIONALE DU BURKINA,,"SEPTEMBRE, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1410,BANQUE INTERNATIONALE DU BURKINA,,"OCTOBRE, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1411,BANQUE INTERNATIONALE DU BURKINA,,"NOVEMBRE I, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1412,BANQUE INTERNATIONALE DU BURKINA,,"NOVEMBRE II, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1413,BANQUE INTERNATIONALE DU BURKINA,,"DECEMBRE I, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1414,BANQUE INTERNATIONALE DU BURKINA,,"DECEMBRE II, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1415,BANQUE INTERNATIONALE DU BURKINA,,"DECEMBRE III, 2002",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1416,BANQUE INTERNATIONALE DU BURKINA,0001 - 0049,2002,,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1417,BANQUE INTERNATIONAL DU BURKINA,0050 - 0101,2002,,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1418,BANQUE INTERNATIONAL DU BURKINA,0102 - 0184,2002,,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1419,BANQUE INTERNATIONAL DU BURKINA,0185 - 0219,2002,,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1420,BANQUE INTERNATIONAL DU BURKINA,0220 - 0274,2002,,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1421,BICIA-B,,"JANVIER I, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1422,BICIA-B,,"JANVIER II , 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1423,BICIA-B,,"FEVRIER , 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1424,BICIA-B,,"MARS, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1425,BICIA-B,,"AVRIL, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1426,BICIA-B,,"MAI , 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1427,BICIA-B,,"JUIN, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1428,BICIA-B,,"JUILLET, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1429,BICIA-B,,"AOUT I, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1430,BICIA-B,,"AOUT II, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1431,BICIA-B,,"AOUT III, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1432,BICIA-B,,"SEPTEMBRE, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1433,BICIA-B,,"OCTOBRE, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1434,BICIA-B,,"NOVEMBRE, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1435,BICIA-B,,"DECEMBRE, 2002",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1436,BICIA-B,0001 - 0063,2002,,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1437,BICIA-B,0064 - 0174,2002,,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1438,BICIA-B,0175 - 0263,2002,,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1439,BICIA-B,0264 - 0320,2002,,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1440,BICIA-B,0321 - 0375,2002,,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1441,BICIA-B,0376 - 0432,2002,,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1442,BICIA-B,0433 - 0482,2002,,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1443,BICIA-B,0483 - 0593,2002,,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1444,BICIA-B,0594 - 0654,2002,,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1445,BANQUE COMMERCIALE DU BURKINA,,"JANVIER I , 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1446,BANQUE COMMERCIALE DU BURKINA,,"JANVIER II, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1447,BANQUE COMMERCIALE DU BURKINA,,"FEVRIER, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1448,BANQUE COMMERCIALE DU BURKINA,,"MARS, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1449,BANQUE COMMERCIALE DU BURKINA,,"AVRIL, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1450,BANQUE COMMERCIALE DU BURKINA,,"MAI, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1451,BANQUE COMMERCIALE DU BURKINA,,"JUIN I, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1452,BANQUE COMMERCIALE DU BURKINA,,"JUIN II, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1453,BANQUE COMMERCIALE DU BURKINA,,"JUILLET I, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1454,BANQUE COMMERCIALE DU BURKINA,,"JUILLET II, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1455,BANQUE COMMERCIALE DU BURKINA,,"JUILLET III, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1456,BANQUE COMMERCIALE DU BURKINA,,"AOUT I, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1457,BANQUE COMMERCIALE DU BURKINA,,"AOUT II, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1458,BANQUE COMMERCIALE DU BURKINA,,"SEPTEMBRE I, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1459,BANQUE COMMERCIALE DU BURKINA,,"SEPTEMBRE II, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1460,BANQUE COMMERCIALE DU BURKINA,,"OCTOBRE I, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1461,BANQUE COMMERCIALE DU BURKINA,,"OCTOBRE II, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1462,BANQUE COMMERCIALE DU BURKINA,,"OCTOBRE III, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1463,BANQUE COMMERCIALE DU BURKINA,,"NOVEMBRE I, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1464,BANQUE COMMERCIALE DU BURKINA,,"NOVEMBRE II, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1465,BANQUE COMMERCIALE DU BURKINA,,"NOVEMBRE III, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1466,BANQUE COMMERCIALE DU BURKINA,,"DECEMBRE I, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1467,BANQUE COMMERCIALE DU BURKINA,,"DECEMBRE II, 2002",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1468,BANQUE COMMERCIALE DU BURKINA,0001 - 0078,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1469,BANQUE COMMERCIALE DU BURKINA,0079 - 0117,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1470,BANQUE COMMERCIALE DU BURKINA,0118 - 0211,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1471,BANQUE COMMERCIALE DU BURKINA,0212 - 0254,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1472,BANQUE COMMERCIALE DU BURKINA,0255 - 0380,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1473,BANQUE COMMERCIALE DU BURKINA,0381 - 0452,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1474,BANQUE COMMERCIALE DU BURKINA,0453 - 0538,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1475,BANQUE COMMERCIALE DU BURKINA,0539 - 0602,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1476,BANQUE COMMERCIALE DU BURKINA,0603 - 0659,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1477,BANQUE COMMERCIALE DU BURKINA,0660 - 0675,2002,,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1478,BANK OF AFRICA,,"JANVIER, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1479,BANK OF AFRICA,,"FEVRIER I, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1480,BANK OF AFRICA,,"FEVRIER II, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1481,BANK OF AFRICA,,"FEVRIER III, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1482,BANK OF AFRICA,,"MARS I, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1483,BANK OF AFRICA,,"MARS II, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1484,BANK OF AFRICA,,"AVRIL, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1485,BANK OF AFRICA,,"MAI, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1486,BANK OF AFRICA,,"JUIN, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1487,BANK OF AFRICA,,"JUILLET, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1488,BANK OF AFRICA,,"AOUT, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1489,BANK OF AFRICA,,"SEPTEMBRE, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1490,BANK OF AFRICA,,"OCTOBRE I, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1491,BANK OF AFRICA,,"OCTOBRE II, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1492,BANK OF AFRICA,,"NOVEMBRE, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1493,BANK OF AFRICA,,"DECEMBRE I, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1494,BANK OF AFRICA,,"DECEMBRE II, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1495,BANK OF AFRICA,0001 - 0029,2002,,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1496,BANK OF AFRICA,0030 - 0076,"0030 - 0076, 2002",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1497,BANK OF AFRICA,0077 - 0112,2002,,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1498,BANK OF AFRICA,0113 - 0129,2002,,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1499,BANK OF AFRICA,0130 - 0163,2002,,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1500,BANK OF AFRICA,0164 - 0186,2002,,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1501,BANK OF AFRICA,0187 - 0210,2002,,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1502,BANK OF AFRICA,0211 - 0235,2002,,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1503,SGBB,,"JANVIER, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1504,SGBB,,"FEVRIER I, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1505,SGBB,,"FEVRIER II, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1506,SGBB,,"MARS, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1507,SGBB,,"AVRIL I, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1508,SGBB,,"AVRIL II, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1509,SGBB,,"AVRIL III, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1510,SGBB,,"AVRIL IV, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1511,SGBB,,"AVRIL V, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1512,SGBB,,"MAI, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1513,SGBB,,"JUIN , 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1514,SGBB,,"JUILLET I, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1515,SGBB,,"JUILLET II , 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1516,SGBB,,"AOUT, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1517,SGBB,,"SEPTEMBRE I, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1518,SGBB,,"SEPTEMBRE II, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1519,SGBB,,"SEPTEMBRE III, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1520,SGBB,,"OCTOBRE I, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1521,SGBB,,"OCTOBRE II, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1522,SGBB,,"NOVEMBRE, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1523,SGBB,,"DECEMBRE I, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1524,SGBB,,"DECEMBRE II, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1525,SGBB,,"DECEMBRE III, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1526,SGBB,,"DECEMBRE IV, 2002",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1527,SGBB,0001 - 0033,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1528,SGBB,0034 - 0107,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1529,SGBB,0108 - 0142,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1530,SGBB,0143 - 0194,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1531,SGBB,0195 - 0213,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1532,SGBB,0214 - 0249,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1533,SGBB,0250 - 0299,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1534,SGBB,0300 - 0349,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1535,SGBB,0350 - 0383,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1536,SGBB,0384 - 0428,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1537,SGBB,0429 - 0441,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1538,SGBB,0442 - 0523,2002,,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1539,ECOBANK,,"JANVIER, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1540,ECOBANK,,"FEVRIER, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1541,ECOBANK,,"MARS I, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1542,ECOBANK,,"MARS II, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1543,ECOBANK,,"MARS III, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1544,ECOBANK,,"MARS IV, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1545,ECOBANK,,"AVRIL, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1546,ECOBANK,,"MAI, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1547,ECOBANK,,"JUIN, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1548,ECOBANK,,"JUILLET I, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1549,ECOBANK,,"JUILLET II, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1550,ECOBANK,,"JUILLET III, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1551,ECOBANK,,"AOUT I, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1552,ECOBANK,,"AOUT II, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1553,ECOBANK,,"SEPTEMBRE, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1554,ECOBANK,,"OCTOBRE , 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1555,ECOBANK,,"NOVEMBRE , 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1556,ECOBANK,,"DECEMBRE, 2002",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1557,ECOBANK,0001 - 0126,2002,,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1558,ECOBANK,0127 - 0263,2002,,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1559,ECOBANK,0264 - 0317,2002,,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1560,ECOBANK,0318 - 0361,2002,,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1561,ECOBANK,0362 - 0381,2002,,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1562,ECOBANK,0382 - 0434,2002,,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1563,ECOBANK,0435 - 0476,2002,,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1564,INVENTAIRE,0001 - 0100,2002,,INVENTAIRE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1565,INVENTAIRE,0101 - 0176,2002,,INVENTAIRE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1566,INVENTAIRE,0177 - 0333,2002,,INVENTAIRE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1567,INVENTAIRE,0334 - 0497,2002,,INVENTAIRE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1568,INVENTAIRE,0498 - 0617,2002,,INVENTAIRE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1569,INVENTAIRE,0001 - 0143,2001,,INVENTAIRE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1570,INVENTAIRE,0144 - 0195,2001,,INVENTAIRE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1571,ATECAS : TRAVAUX ET FOURNITURES POUR L'EXTENSION DU,,1996,,"ATECAS INTERNATIONAL, EXTENSION, DEPOT DE BOBO","(PLAN, SCHEMA)",,,,,,,,,,,,,PLANS ET SCHEMAS,,,,,,,,,,,
1572,RECUS ET BONS D'ENLEVEMENT DU GAZ POUR LE PERSONNEL,,"JANVIER, DECEMBRE, 1999",,"GAZ, PERSONNEL, SONABHY, PAIEMENT, ENLEVEMENT","(RECU, BON)",,,,,,,,,,,,,,,,,,,,,,,,
1573,BONS DE COMMANDE,,"JANVIER-JUIN, 1998",,"COMMANDE, FOURNITURE DE BUREAU, MATERIEL",(BON),,,,,,,,,,,,,,,,,,,,,,,,
1574,BORDEREAUX D'ENVOI DE CHEQUE,,1998,,"CHEQUE, FINANCE",(BORDEREAU),,,,,,,,,,,,,,,,,,,,,,,,
1575,DONS ET CONTRIBUTIONS SONABHY,,1998,,"DON, COTRIBUTION, SONABHY, FINANCE",(LETTRE ARRIVEE),,,,,,,,,,,,,,,,,,,,,,,,
1576,OPERATIONS DIVERSES NOVEMBRE 2002,2670-2818,2002,,OPERATION DIVERSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1577,OPERATIONS DIVERSES NOVEMBRE 2002,2819-2887,2002,,OPERATION DIVERSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1578,GRAND LIVRE CONSOLIDE COMPTE 101400-409100,,1999,,GRAND LIVRE,(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1579,GRAND LIVRE CONSOLIDE COMPTE 409400-571100,,1999,,GRAND LIVRE,(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
1580,GRAND LIVRE CONSOLIDE COMPTE 572100-891100,,1999,,GRAND LIVRE,(DOCUMENT COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
