ID,TITRE_DOSSIER,N_PIECES;,DATE;,OBSERVATIONS,CONTENU;,ANA_DIPLOM,CLI_FOUR;,L'INTERIEUR_DE_LA_COUR_DU_SIEGE,SIEGE_DE_LA_SONABHY,SONABHY,CONTRE_L'INCENDIE,AUX_COMPTES_I,AUX_COMPTES_II,AUX_COMPTES_III,INCENDIE_I,INCENDIE_II,WAGONS-CITERNES_A_BINGO_I,WAGONS-CITERNES_A_BINGO_II,DEPOT_DE_BOBO,"""TITRE_DOSSIER","DATE;""",BINGO,BINGO_II,SIEGE,II,AU_DEPOT,DU_SIEGE,DE_COMPTE,COMPTABILITE,
992,BIB,,"MAI, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
993,BIB,,"JUIN, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
994,BIB,,"JUILLET I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
995,BIB,,"JUILLET II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
996,BIB,,"AOUT, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
997,BIB,,"SEPTEMBRE I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
998,BIB,,"SEPTEMBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
999,BIB,,"SEPTEMBRE III, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,BIB,,"SEPTEMBRE IV, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,BIB,,"OCTOBRE I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,BIB,,"OCTOBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,BIB,,"OCTOBRE III, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,BIB,,"OCTOBRE IV, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,BIB,,"NOVEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,BIB,,"DECEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,BIB,N°0001 - 0062,"JANVIER - JUIN, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,BIB,N°0063 - 0105,"JUILLET, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,BIB,N°0106 - 0138,"AOUT, SEPTEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,BIB,N°0139 - 0166,"OCTOBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,BIB,N°0167 - 0195,"NOVEMBRE, DECEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,BICIA-B,,"JANVIER I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,BICIA-B,,"JANVIER II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,BICIA-B,,"FEVRIER, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,BICIA-B,,"MARS, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,BICIA-B,,"AVRIL, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,BICIA-B,,"MAI, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,BICIA-B,,"JUIN, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,BICIA-B,,"JUILLET, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,BICIA-B,,"AOUT, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,BICIA-B,,"SEPTEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,BICIA-B,,"OCTOBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,BICIA-B,,"NOVEMBRE I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,BICIA-B,,"NOVEMBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,BICIA-B,,"DECEMBRE I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,BICIA-B,,"DECEMBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,BICIA-B,N°0001 - 0092,"JANVIER, FEVRIER, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,BICIA-B,N°0093 - 0188,"MARS, AVRIL, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,BICIA-B,N°0189 - 0316,"MAI, JUIN, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,BICIA-B,N°0317 - 0398,"JUIN, JUILLET, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,BICIA-B,N°0399 - 0495,"AOUT, SEPTEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,BICIA-B,N°0496 - 0557,"OCTOBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,BICIA-B,N°0558 - 0611,"NOVEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,BICIA-B,N°0612 - 0693,"DECEMBRE  I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,BICIA-B,N°0694 - 0732,"DECEMBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,BCB,,"JANVIER, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,BCB,,"FEVRIER, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,BCB,,"MARS, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,BCB,,"AVRIL, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,BCB,,"MAI I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,BCB,,"MAI II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,BCB,,"JUIN I , 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,BCB,,"JUIN II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,BCB,,"JUIN III, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,BCB,,"JUIN IV, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,BCB,,"JUILLET, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,BCB,,"AOUT I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,BCB,,"AOUT II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,BCB,,"SEPTEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,BCB,,"NOVEMBRE I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,BCB,,"NOVEMBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,BCB,,"NOVEMBRE III, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,BCB,,"DECEMBRE I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,BCB,,"DECEMBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,BCB,N°0001 - 0023,"JANVIER, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,BCB,N°0024 - 0071,"JANVIER, FEVRIER, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,BCB,0072 - 0099,"MARS, AVRIL, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,BCB,N°0100 - 0134,"MAI, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,BCB,N°0135 - 0186,"JUIN, JUILLET, AOUT, SEPTEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,BCB,N°0187 - 0226,"OCTOBRE, NOVEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,BCB,,"DECEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,BOA,,"JANVIER, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,BOA,,"FEVRIER I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,BOA,,"FEVRIER II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,BOA,,"MARS I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,BOA,,"MARS II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,BOA,,"AVRIL, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,BOA,,"MAI, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,BOA,,"JUIN I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,BOA,,"JUIN II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,BOA,,"JUILLET I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,BOA,,"JUILLET II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,BOA,,"AOUT, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,BOA,,"SEPTEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,BOA,,"OCTOBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,BOA,,"NOVEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,BOA,,"DECEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,BOA,N°0001 - 0026,"JANVIER, FEVRIER, MARS, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,BOA,N°0027 - 38,"AVRIL, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,BOA,N°0039 - 0061,"MAI, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,BOA,N°0062 - 0085,"JUIN, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,BOA,N°0086 - 0127,"JUILLET, AOUT, SEPTEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,BOA,N°0128 - 0135,"OCTOBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,BOA,,"NOVEMBRE, DECEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,ECOBANK,,"JANVIER I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,ECOBANK,,"JANVIER II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,ECOBANK,,"FEVRIER I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,ECOBANK,,"FEVRIER II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,ECOBANK,,"MARS I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,ECOBANK,,"MARS II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,ECOBANK,,"AVRIL, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,ECOBANK,,"MAI, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,ECOBANK,,"JUIN, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,ECOBANK,,"JUILLET, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,ECOBANK,,"AOUT, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,ECOBANK,,"SEPTEMBRE, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,ECOBANK,,"OCTOBRE I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,ECOBANK,,"OCTOBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,ECOBANK,,"OCTOBRE III, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,ECOBANK,,"NOVEMBRE I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,ECOBANK,,"NOVEMBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,ECOBANK,,"NOVEMBRE III, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,ECOBANK,,"DECEMBRE I, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,ECOBANK,,"DECEMBRE II, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,ECOBANK,,"DECEMBRE III, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,
