date_versement,date_enregistrement,provenance,cote,titre,contenu,analyse,dates_extremes,annee,duree_utilite,sort_final,initial,niveau_description,importance_materielle,ged
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0128/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE FEVRIER 2012 A OCTOBRE 2015,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, FEVRIER 2012 - OCTOBRE 2015,2012; 2013; 2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0129/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MAI 2013 A NOEMBRE 2014,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MAI 2013 - NOVEMBRE 2014,2013; 2014, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 030/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUIN 2013 A JUILLET 2013,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUIN 2013 - JUILLET 2013,2013, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0131/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 2013 A SEPTEMBRE 2014,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 2013 - SEPTEMBE 2014,2013; 2014, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0132/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 2014 A SEPTEMBRE 2014,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 2014 - SEPTEMBRE 2014,2014, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0133/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AOUT 2014 A JUILLET 2015,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AOUT 2014 - JUILLET 2015,2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0134/RE, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE NOVEMBRE 2014,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, NOMVEMBRE 2014,2014, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0135/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUILLET 2014 A JUIN 2015,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUILLET 2014 - JUIN 2015,2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0136/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 2014 A JUILLET 2015,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 2014 - JUILLET 2015,2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0137/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE NOVEMBRE 2014 A DECEMBRE 2015,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, NOVEMBRE 2014 - DECEMBRE 2015,2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0138/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 2015 A NOVEMBRE 2015,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 2015 - NOVEMBRE 2015,2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0139/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE FEVRIER 2015 A MARS 2015,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, FEVRIER 2015 - MARS 2015,2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0140/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE NOVEMBRE 2015 A JANVIER 2017,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, NOVEMBRE 2015 - JANVIER 2017,2015; 2016; 2017, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0141/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER DEPART DE 1984,ENREGISTREMENT; COURRIER DEPART, CAHIER, 1984,1984, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0142/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER DEPART DE 1985,ENREGISTREMENT; COURRIER DEPART, REGISTRE, 1985,1985, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0143/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER DEPART DE 1986,ENREGISTREMENT; COURRIER DEPART, REGISTRE, 1986,1986, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0144/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER DEPART DE JANVIER 1987 A OCTOBRE 1994,ENREGISTREMENT; COURRIER DEPART, REGISTRE, JANVIER 1987 - OCTOBRE 1994,1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0145/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DES ETATS DE FRAIS MEDICAUX DE MARS1989 A DECEMBRE 1989,ENREGISTREMENT; FRAIS MEDICAUX, CAHIER, MARS 1989 - DECEMBRE 1989,1989, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0146/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DES ETATS DES FRAIS MEDICAUX DE OCTOBRE 1990 A DECEMBRE 1990,ENREGISTREMENT; FRAIS MEDICAUX, CAHIER, OCTOBRE 1990 - DECEMBRE 1990,1990, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0147/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DE FACTURES DES FOURNISSSEURS LOCAUX 1996,ENREGISTREMENT; FRAIS MEDICAUX, CAHIER, 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0148/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DES FACTURES DES FOURNISSEURS ETRANGERS DE 1996,ENREGISTREMENT; FOURNISSEURS ETRANGERS, CAHIER, 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0149/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DES FACTURES DES FOURNISSEURS DE 1996,ENREGISTREMENT; FOURNISSEURS, REGISTRE, 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0150/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE NOVEMBRE 2009 A AVRIL 2011,ENREGISTREMENT; COURRIER ARRIVEE; CHEQUE, REGISTRE, NOVEMBRE 2009 - AVRIL 2011,2009; 2010; 2011, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 15-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0151/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AVRIL 2011 A MAI 2012,ENREGISTREMENT; COURRIER ARRIVEE; CHEQUE, REGISTRE, AVRIL 2011 A MAI 2012,2011; 2012, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0152/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE NOVEMBRE 2014 A DECEMBRE 2015,ENREGISTREMENT; COURRIER ARRIVEE; CHEQUE, REGISTRE, NOVEMBRE 2014 - DECEMBRE 2015,2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0153/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 2015 A DECEMBRE 2016,ENREGISTREMENT; COURRIER ARRIVEE; CHEQUE, REGISTRE, DECEMBRE 2015 - DECEMBRE 2016,2015; 2016, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0154/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 2016 A JUILLET 2017,ENREGISTREMENT; COURRIER ARRIVEE; CHEQUE, REGISTRE, JANVIER 2016 - JUILLET 2017,2016; 2017, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0155/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 2016 A SEPTEMBRE 2017,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 2016 - SEPTEMBRE 2017,2016; 2017, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0156/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUILLET 1984 A SEPTEMBRE 1985,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUILLET 1984 - SEPTEMBRE 1985,1984; 1985, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0157/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1985 A JUIN 1986,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1985 - JUIN 1986,1985; 1986, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0158/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUILLET 1986 A MARS 1987,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUILLET 1986 - MARS 1987,1986; 1987, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0159/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MARS 1987 A NOVEMBRE 1987,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MARS 1987 - NOVEMBRE 1987,1987, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0160/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1987 A AOUT 1988,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1987 - AOUT 1988,1987; 1988, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0161/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AOUT 1988 A AVRIL 1989,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AOUT 1988 - AVRIL 1989,1988; 1989, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0162/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AVRIL 1989 A OCTOBRE 1989,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AVRIL 1989 - OCTOBRE 1989,1989, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0163/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE OCTOBRE 1989 A MARS 1990,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, OCTOBRE 1989 - MARS 1990,1989; 1990, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0164/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUILLET 1990 A DECEMBRE 1990,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUILLET 1990 - DECEMBRE 1990,1990, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0165/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1990 A MAI 1991,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1990 - MAI 1991,1990; 1991, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0166/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MAI 1991 A SEPTEMBRE 1991,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MAI 1991 - SEPTEMBRE 1991,1991, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0167/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1991 A DECEMBRE 1991,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1991 - DECEMBRE  1991,1991, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0168/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1992 A MAI 1992,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANIER 1992 - MAI 1992,1992, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0169/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MAI 1992 A SEPTEMBRE 1992,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MAI 1992 - SEPTEMBRE 1992,1992, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0170/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1992 A DECEMRE 1992,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1992 - DECEMBRE 1992,1992, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0171/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE DECEMBRE 1992 A FEVRIER 1993,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, DECEMBRE 1992 - FEVRIER 1993,1992; 1993, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0172/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE FEVRIER 1993 A JUIN 1993,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, FEVRIER 1993 - JUIN 1993,1993, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0173/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE OCTOBRE 1993 A JANVIER 1994,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, OCTOBRE 1993 - JANVIER 1994,1993; 1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0174/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1994 A MAI 1994,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1994 - MAI 1994,1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0175/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MAI 1994 A SEPTEMBRE 1994,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MAI 1994 - SEPTEMBRE 1994,1994, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0176/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1994 A JANVIER 1995,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1994 - JANVIER 1995,1994; 1995, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0177/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1995 A AVRIL 1995,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1995 - AVRIL 1995,1995, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0178/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AVRIL 1995 A JUILLET 1995,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AVRIL 1995 - JUILLET 1995,1995, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0179/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUILLET 1995 A NOVEMBRE 1995,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUILLET 1995 - NOVEMBRE 1995,1995, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0180/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE NOVEMBRE 1995 A FEVRIER 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, NOVEMBRE 1995 - FEVREIR 1996,1995; 1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0181/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE FEVRIER 1996 A MAI 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, FEVRIER 1996 - MAI 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0182/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE MAI 1996 A AOUT 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, MAI 1996 - AOUT 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0183/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AOUT 1996 A NOVEMBRE 1996,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AOUT 1996 - NOVEMBRE 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0184/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE NOVEMBRE 1996 A FEVRIER 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, NOVEMBRE 1996 - FEVRIER 1997,1996; 1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0185/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE FEVRIER 1997 A AVRIL 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, FEVRIER 1997 - AVRIL 1997,1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0186/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE AVRIL 1997 A JUILLET 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, AVRIL 1997 - JUILLET 1997,1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0187/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JUILLET 1997 A SEPTEMBRE 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JUILLET 1997 - SEPTEMBRE 1997,1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0188/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE SEPTEMBRE 1997 A NOVEMBRE 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, SEPTEMBRE 1997 - NOVEMBRE 1997,1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0189/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE NOVEMBRE 1997 A DECEMBRE 1997,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, NOVEMBRE 1997 - DECEMBRE 1997,1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 16-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0190/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVEE DE JANVIER 1998 A MARS 1998,ENREGISTREMENT; COURRIER ARRIVEE, REGISTRE, JANVIER 1998 - MARS 1998,1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
